Peak,Route Name,State,Location,Summit Elevation,Climb Grade,Elevation Gain,Driving Distance (Miles),Driving Time (Hours),Typical Duration,Typical Season,Glaciated Peak,Rock Skills Required,Snow Angle,Rappelling Required,Crevasse Rescue Skills Required,Typical Gear,Notes,Guide Books,,,
Mt. Jefferson,North Ridge,Oregon,Oregon,10497,C,6300,120,2.50,two or more days,Summer-Autumn,Yes,4th Class,between 35 and 50 degrees,Yes,Yes,Snow,"The North Ridge route on Jefferson covers some of the terrain the challenging Jeff park Glacier route, but has a bit more ridge/rock scrambling.  The route averages about 45 degrees, with the loose rock typical of the OR Cascades.  As with many routes on Jeff, good conditions play a major role in success.",Oregon High by Jeff Thomas,,"Willamette Nat. Forest, Detroit Ranger District: 503-854-3366 ",
Mt. Jefferson,Jeff Park Glacier,Oregon,Oregon,10497,D,6300,120,2.50,two or more days,Summer-Autumn,Yes,5th Class,greater than 50 degrees,No,Yes,Snow and Rock,"Mt. Jefferson is the second highest mountain in Oregon.  This route is a complex undertaking with significant routefinding and requires a range of solid mountaineering skills, from steep snow and maybe ice, crumbly exposed rock (love those portable handholds!) and good stamina.  Like all Jefferson routes, long days and unexpected bivys can be common.",Oregon High by Jeff Thomas,,"Willamette Nat. Forest, Detroit Ranger District: 503-854-3366",
Mt. Jefferson,Whitewater Glacier,Oregon,Oregon,10497,C,6300,120,2.50,two or more days,Summer-Autumn,Yes,4th Class,between 35 and 50 degrees,No,Yes,Snow,"Mt. Jefferson, the second highest mountain in Oregon, is a challenge by any route. The Whitewater route is a LONG day, with a 12 mile total climb across the largest glacier in Oregon.  Leave wands on the way up so you can use them on the way back.  This route is technically easier then Jeff Park Glacier.",Oregon High by Jeff Thomas,,USFS Detroit Ranger District office 503-854-3366,
Mt. Jefferson,Milk Creek,Oregon,Oregon,10497,C,7200,120,2.50,two or more days,Summer-Autumn,Yes,4th Class,between 35 and 50 degrees,No,No,Snow,"Mt. Jefferson is the second highest mountain in Oregon, and a notch or two up in difficulty and commitment than the South side of Hood.  The Milk Creek Glacier is seldom climbed, but offers the most direct route to the summit from the trailhead.  Try this route only when snow covered - it's a steep scree slog later in the season.  While one day ascents are possible for the fit climber, long days and unexpected bivies can be common.  ",Oregon High by Jeff Thomas,,"Willamette Nat. Forest, Detroit Ranger District: 503-854-3366",
Mt. Jefferson,South Ridge,Oregon,Oregon,10497,C,7200,120,2.50,two or more days,Summer-Autumn,Yes,4th Class,between 35 and 50 degrees,No,No,Snow,"Mt. Jefferson is the second highest mountain in Oregon, and a notch up in difficulty and commitment than the South side of Hood. The South Ridge is the easiest route, mostly a long ridge of class 3 scrambling.  But do not underestimate this route - the last 200 vertical feet are kinda tricky!  This route has a long fixed line traverse of an exposed 50+ degree snow field, (very loose scree/rock in late season) followed by a 4th class scramble to the single rock block of the summit.  Long days and unexpected bivies are common on this peak. In a big group, 4 ropes and a lot of pickets are a good idea - 3 to fix the traverse and one for the summit block.  Be sure and check with the Detroit Lake USFS office for any permits needed for the Pamelia Lake trailhead - it's a heavily used area and advance permits may be needed.",Oregon High by Jeff Thomas,,"Willamette Nat. Forest, Detroit Ranger District: 503-854-3366",
Krag Peak,South Ridge,Oregon,Oregon,9048,A,4600,350,7.00,two or more days,Summer-Autumn,No,3rd Class,,No,No,Scrambling,"Krag Peak is either 9048 feet (B.Bond) or 9.080 (list of OR highest peaks on Mazama site). Located in south central reaches of the Eagle Cap wilderness of northeast Oregon's Wallowa Mountains, it is one of many 9000-footers of the range. Viewed from the western slopes of its (larger) neighboring Red Mountain, Krag Peak looks a bit like a bell with steep slopes on all sides. ","75 Scrambles in Oregon by Barbara I. Bond
100 Hikes / Travel Guide Eastern Orego by William L. Sullivan",,"Wallowa €“ Whitman National Forest Baker City  (541) 523-6391
Eagle Cap Ranger District Enterprise  (541) 426-4978
Baker County Sheriff: (541)523-6415",
Matterhorn and Sacajawea Peaks,Ice Lake,Oregon,Oregon,9845,A,5200,350,6.50,two or more days,Summer-Autumn,No,3rd Class,up to 35 degrees,No,No,Scrambling,"This is an easy class 2 scramble route on two of the highest peaks in the Wallowas.  Ice axe and crampons are needed before mid July.  Doing both in 1 day is quite a feat - perhaps just Matterhorn is more appropriate.  (When you tell people you've climbed the Matterhorn, you don't have to tell them which one it was!)",Hiking Oregons Eagle Cap Wilderness by Fred Barstad,,"Eagle Cap Wilderness, Wallowa-Whitman National Forest, Baker City office 503-523-6391",
Mt. McLoughlin,East Ridge,Oregon,Oregon,9495,A,3900,325,6.00,one day,Summer-Autumn,No,3rd Class,up to 35 degrees,No,No,Scrambling,This is a walk up peak with no technical mountaineering skills required other than routefinding and solid aerobic fitness.  This can be a good ski mountaineering descent in early season.,"Climbers Guide to the Cascade Volcanoes by Jeff Smoot 
 A Climbing Guide To Oregon  Nicholas Dodge",,none,
Paulina Peak,West Saddle,Oregon,Oregon,7984,A,2100,210,4.00,two or more days,Summer-Autumn,No,3rd Class,,No,No,Scrambling,Take Paulina Peak Trail from trailhead.,,http://goo.gl/httqvq,Deschutes National Forest 541 383-5300 Deschutes County Sheriff (Non-Emergency) 541 693-6911,http://mazamas.org/?URL=http%3A%2F%2Fwww.peakbagger.com%2Fpeak.aspx%3Fpid%3D3238
Needlepoint,Cache Lake,Oregon,Oregon,9018,A,,350,7.00,two or more days,Summer-Autumn,No,none,,No,No,Scrambling,Needlepoint is the 3rd highest peak in the southern Wallowas.,,http://goo.gl/maps/LMqe8,"Wallowa Mountains Visitor Center, Enterprise, OR",http://www.summitpost.org/needle-point/499847
Olallie Butte,West Side,Oregon,Oregon,7215,A,2580,90,2.50,one day,Summer-Autumn,No,none,,No,No,Scrambling,"Trail access starts at Forest Road 4220 under transmission lines a few miles north of Olallie Lake. The trail is not maintained, but it reasonable easy to follow. Olallie Butte is on the Warm Springs Indian Reservation.",,,Warm Springs Public Safety 541-553-3272,http://mazamas.org/?URL=http%3A%2F%2Fnwhiker.com%2FMHNFHike90.html%3Bhttp%3A%2F%2Fwww.peakbagger.com%2Fpeak.aspx%3Fpid%3D2398
Pete's Point,Standard,Oregon,Oregon,9675,A,5400,330,7.00,two or more days,Summer-Autumn,No,none,,No,No,Scrambling,Pete's Point is one of the higher peaks in the Wallowa mountains. It is a technically easy walk up peak. ,75 Scrambles in Oregon by Barbara Bond,http://goo.gl/maps/MZ1er,"Wallowa-Whitman National Forest, Eagle Cap Ranger District, Wallowa Mountains Visitor Center",http://www.summitpost.org/petes-point/153193
Red Mountain,West Face,Oregon,Oregon,9560,A,4500,350,7.00,two or more days,Summer-Autumn,Yes,3rd Class,,No,No,Scrambling,Red Mtn. is the highest peak in Baker county Oregon and is part of the Eagle Cap Wilderness area.,"100 Hikes: Travel Guide Eastern Oregon by William Sullivan
75 Scrambles in Oregon by Barbara Bond","http://maps.google.com/maps?f=q&source=s_q&hl=en&q=Red+Mountain,+Halfway,+Baker,+Oregon+97834&sll=37.0625,-95.677068&sspn=40.86791,93.076172&ie=UTF8&cd=5&geocode=FYSgrwIdsPYC-Q&split=0&hq=&hnear=Red+Mountain,+Halfway,+Baker,+Oregon+97834&t=p&z=14","Wallowa-Whitman National Forest, Eagle Cap Ranger District, Wallowa Mountains Visitor Center",http://www.summitpost.org/mountain/rock/151905/red-mountain-or.html
Rock Creek Butte and Elkhorn Peak,SW Face,Oregon,Oregon,9106,A,6500,300,7.00,two or more days,Summer-Autumn,No,none,,No,No,Scrambling,Rock Creek Butte is the highest point in the Blue Mountains of Oregon.  Nearby Elkhorn can be added for a bonus summit.,75 Scrambles in Oregon by Barbara Bond,http://goo.gl/maps/a2waA,"Wallowa-Whitman National Forest, Baker Ranger District",
Rooster Rock,South Face,Oregon,Oregon,,C,200,25,0.50,one day,Spring-Summer,No,5th Class,,Yes,No,Rock,"Rooster Rock is a well-known 180-foot pillar of Columbia River basalt located below the cliffs of Crown Point at the western end of Rooster Rock State Park. The rock was an ancient Indian place of worship and was originally called Woutoulat. This is probably the rock mentioned by Lewis & Clark as their camping place on November 2, 1805.",,,,
Middle Sister,SE Ridge,Oregon,Oregon,10047,A,5000,170,3.00,two or more days,Summer-Autumn,Yes,3rd Class,,No,No,Scrambling,"This is a late season scramble route to the summit of Middle Sister. No technical skills are required. It is a long route that takes you up the Southeast ridge. Note:  This route, if properly approached, has NO crevasse crossings.  This makes is a slightly less technical route (ie, leave pro, rope and harnesses at home!) than the crevassed approaches from the north side of the peak.  It can also offer better skiing conditions.",Oregon High by Jeff Thomas ,,"Deschutes National Forest, Sisters Ranger District, 541-549-7700 ",
Middle Sister,Renfrew Glacier/North Ridge,Oregon,Oregon,10047,B,5300,160,3.00,two or more days,Summer-Autumn,Yes,none,between 35 and 50 degrees,Yes,Yes,Snow,"""Middle"" in difficulty between South and North Sister, this is a nice climb with a great approach - just about 5 miles and 1500 vertical feet to great camping at treeline (from the east). A bit of snow travel, gentle slopes, and one pitch of steep near the top make this a good route for those looking for a moderate multi day trip. This approach to Middle Sister is from the Frog Camp/Obsidian Trailhead at 4,750 feet. You will find a beautiful camp area at Arrowhead Lake. From camp you will follow a fairly gentle, 30 degrees or less, grade in snow up to the saddle between north and middle sister. From there, ascend an exposed rock spine to the summit. You are likely to encounter loose rock and one steeper snow pitch.",Oregon High by Jeff Thomas,,"Deschutes National Forest, Sisters Ranger District, 541-549-7700",
Middle Sister,North Ridge,Oregon,Oregon,10047,B,5000,170,3.00,two or more days,Summer-Autumn,Yes,3rd Class,up to 35 degrees,No,No,Snow,"""Middle"" in difficulty between South and North Sister, this is a nice climb with a great approach - just about 5 miles and 1500 vertical feet to great camping at treeline (from the east).  A bit of snow travel, gentle slopes, and one pitch of steep near the top make this a good route for those looking for a moderate multi day trip.",Oregon High by Jeff Thomas,,"Deschutes National Forest, Sisters Ranger District, 541-549-7700",
North Sister,SE Ridge,Oregon,Oregon,10085,C,5000,170,3.00,two or more days,Summer-Autumn,Yes,5th Class,between 35 and 50 degrees,Yes,No,Snow and Rock,"The SE ridge approach to the summit block of North Sister offers a more direct line to the top than the standard on the Hayden glacier leading to the SW ridge route.  While this is not recognized as a distinct route in the bookOregon High, the climb up until the last few hundred feet is completely different, and therefore it merits its own route description. ",Oregon High by Jeff Thomas,http://goo.gl/maps/LT4Fz,"Deschutes National Forest, Sisters Ranger District, 541-549-7700",
North Sister,Northwest Ridge,Oregon,Oregon,10085,C,5000,170,3.00,two or more days,Spring-Summer,Yes,3rd Class,up to 35 degrees,No,No,Snow,The Northwest Ridge is an easy route which can be safely climbed throughout the year. The crux of the route is climbing Prouty Pinnacle (from ,Oregon High by Jeff Thomas,,"Deschutes National Forest, Sisters Ranger District, 541-549-7700 ",
North Sister,Early Morning Couloir,Oregon,Oregon,10085,E,5000,170,3.00,two or more days,Spring-Summer,Yes,5th Class,between 35 and 50 degrees,Yes,No,Snow and Rock,"Involves snow climbing with an angle up to 45 degrees, and rock climbing with maximum difficulty of 5.7 or 5.8.  Watch for avalanche danger on this east facing route.",Oregon High by Jeff Thomas,,"Deschutes National Forest, Sisters Ranger District, 541-549-7700 ",
North Sister,South Ridge,Oregon,Oregon,10085,C,5000,170,3.00,two or more days,Summer-Autumn,Yes,4th Class,between 35 and 50 degrees,Yes,No,Snow,"Ahh yes, the famous portable handholds of the OR Cascade range.  North Sister, the fourth highest point in OR, and toughest of the Three Sisters, requires a range of climbing abilities and gear.  The route is unpredictable - can be anything from exposed ice to moderate snow and 3rd class rock.  Later season tends to be easier conditions.  Large parties can take a long time on this route.",Oregon High by Jeff Thomas,,"Deschutes National Forest, Sisters Ranger District, 541-549-7700",
South Sister,West Ridge,Oregon,Oregon,10335,B,4900,170,3.00,two or more days,Summer-Autumn,Yes,3rd Class,up to 35 degrees,No,No,Scrambling,"A technically easy climb with a long approach. Start at Obsidian Trail and Linton Meadows.  This route is seldom done, so expect few other people",Oregon High by Jeff Thomas,,"USFS, Bend/Fort Rock District Office: 541-383-4000",
South Sister,North Face Couloir,Oregon,Oregon,10335,E,4900,190,4.00,two or more days,Spring-Summer,Yes,4th Class,greater than 50 degrees,No,Yes,Snow,"The North Face Couloir is in a true north facing cirque like Eliot Headwall on Mt. Hood. Usually the North Face Couloir is as snow climb, but during the right conditions, you will find multiple pitches of ice. ","Oregon High by Jeff Thomas
Climbers Guide to the Cascade Volcanoes by Jeff Smoot",http://www.mazamas.org/your/adventure/starts-here/C463/,"USFS, Bend/Fort Rock District Office: 541-383-4000 ",
South Sister,Prouty Glacier,Oregon,Oregon,10335,B,4900,190,4.00,two or more days,Spring-Summer,Yes,none,between 35 and 50 degrees,No,No,Snow,"A somewhat more difficult and longer route than the standard south side.  Involves climbing on the Prouty Glacier, and some scrambling through rock bands.  A late season bergschrund can make this route impassible.  Approach via Green Lakes.  Can be done car to car in a long day.","Oregon High by Jeff Thomas
Climbers Guide to the Cascade Volcanoes by Jeff Smoot",,"USFS, Bend/Fort Rock District Office: 541-383-4000",
South Sister,Green Lakes,Oregon,Oregon,10335,A,4900,190,4.00,two or more days,Summer-Autumn,Yes,3rd Class,up to 35 degrees,No,No,Scrambling,"South Sister is the highest of the Three Sisters and is located in Central Oregon. This approach is from Green Lakes, and typically involves an overnight at the lakes. The climb is long, but not technical. Outstanding views from the summit.",Oregon High by Jeff Thomas ,,"USFS, Bend/Fort Rock District Office: 541-383-4000 ",
South Sister,Devil's Lake,Oregon,Oregon,10335,A,4900,190,4.00,one day,Summer-Autumn,Yes,3rd Class,up to 35 degrees,No,No,Scrambling,"The highest and easiest of the Three Sisters, Oregon's third highest peak is a non-technical walk-up great for those want great views and a long hike.  Great early season ski descent. Crampons and ice axe not needed in late season. Summit crater has highest lake in the state.  Summit bivys can be popular.  One of the easier glaciated peaks to climb to become a Mazama member.",Oregon High by Jeff Thomas,,"USFS, Bend/Fort Rock District Office: 541-383-4000",
Steens-Kiger-Mann,South Ridge,Oregon,Oregon,9733,A,,350,7.00,one day,Summer-Autumn,No,none,,No,No,Scrambling,From Summitpost:,75 Scrambles in Oregon by Barbara Bond,http://goo.gl/maps/8MzrR,"Bureau of Land Management (BLM), Burns District",
Steens Mountain,Indian Gorge Headwall,Oregon,Oregon,9733,A,4500,300,7.00,one day,Summer-Autumn,No,3rd Class,,Yes,No,Scrambling,"Steens Mountain is the dominant peak of SE Oregon.  (A road takes you to the top, but as climbers know, the easy way is not always the best way.)",75 Scrambles in Oregon by Barbara Bond,"http://maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Steens+Mountain,+Diamond,+OR+97721&sll=37.0625,-95.677068&sspn=40.86791,93.076172&ie=UTF8&hq=&hnear=Steens+Mountain,+Diamond,+Harney,+Oregon+97721&t=p&z=9","BLM, Burns District",http://www.summitpost.org/mountain/rock/150771/steens-mountain.html
Strawberry Mountain,NE Ridge,Oregon,Oregon,9038,A,3100,250,7.00,one day,Summer-Autumn,No,3rd Class,,No,No,Scrambling,"Strawberry Mountain is the highest point in the Blue Mountains.  Its in the Strawberry Mountain Wilderness, and is located east of John Day, Oregon, in the Malheur National Forest.",75 Scrambles in Oregon by Barbara Bond,,"USFS Prairie City Ranger District Prairie City, OR 541-820-3311",http://www.summitpost.org/mountain/rock/151276/strawberry-mountain.html
Mt. Thielsen,West Ridge/Standard Route,Oregon,Oregon,9182,B,3800,250,5.00,one day,Summer-Autumn,Yes,4th Class,,No,No,Scrambling,"The most commonly misspelled peak in Oregon and one of a handful of alpine rock routes, this is a fairly easy day climb. It may look quite challenging from the start, but the technical climbing is just one pitch of easy 5th class solid rock at the top.  Wearing old gaitors or duct taping your boot tops is recommended for the scree descent.",Oregon High by Jeff Thomas,,none,
Three Fingered Jack,South Ridge,Oregon,Oregon,7841,C,3800,130,2.50,one day,Summer-Autumn,Yes,4th Class,,Yes,No,Rock,"There is a tiny remnant glacier on this otherwise all-rock peak, which is one of the few one day alpine rock routes in Oregon. It's a good beginner climb for those who want to see if they like alpine rock routes.  Great exposure on the famous ""Crawl"".  Bring old gaitors (or duct tape your boot tops) for the scree descent. Two ropes can be handy for fixing the Crawl and leading the summit block. Bring a few long pieces of webbing to sling rocks for the fixed line anchors, and a ion of large stoppers for rock pro.  Leave some water stashed at the climbers trail-PCT junction.  Get an early start on weekends - it can be a L O N G day if you get stuck behind a slow party.  Please be courteous and allow others to use your fixed lines.",Oregon High by Jeff Thomas,,"Willamette Nat. Forest, Detroit Ranger District: 503-854-3366",
Union Peak,Standard Route,Oregon,Oregon,7709,A,1800,250,5.00,one day,Summer-Autumn,No,none,,No,No,Scrambling,"This peak is in Crater Lake National Park. Park admission fee required.  A moderate trail approach via the PCT, and steep 3rd class scramble to the summit. Minimal technical skills are required.",75 Scrambles in Oregon by Barbara Bond,,Crater Lake National Park 541-594-2211,http://www.summitpost.org/union-peak/151392
Mt. Washington,West Face,Oregon,Oregon,7794,D,3500,140,2.50,one day,Summer-Autumn,No,5th Class,,Yes,No,Rock,This is a multi pitch 5th class route on crumbly crap rock.  Numerous serious accidents have happened on this route.  Go climb somewhere else.,Ref. Page 76 ofOregon High by Jeff Thomas,,none,http://www.summitpost.org/west-face/156866
Mt. Washington,SE Spur,Oregon,Oregon,7794,E,3500,140,2.50,one day,Spring-Summer,No,5th Class,up to 35 degrees,Yes,No,Rock,This is a more challenging climb to the summit of Mt. Washington. 8+ pitches of rock climbing. ,"Cascade Alpine Guide, Volume I by Fred Beckey.Oregon High by Jeff Thomas",http://www.mazamas.org/your/adventure/starts-here/C463/,none,
Mt. Washington,North Ridge,Oregon,Oregon,7794,C,3500,140,2.50,one day,Summer-Autumn,No,5th Class,,Yes,No,Rock,"One of a handful of alpine rock routes in OR, this is a fairly easy day climb - one short pitch of easy 5th class rock then a scramble to the top.  Combine with Three Fingered Jack for an alpine rock weekend.  A rappel on the descent is required.  Wearing old gaitors or duct taping your boot tops is recommended for the scree descent.  The maze of trail crossings near the trailhead can be tricky - pay attention on the way in and perhaps mark the right path for the hike out!  Enjoy a swim in Big Lake when you are done, and try out the occasionally amazing echo with a yell across the lake at night. ",Oregon High by Jeff Thomas,,none,
Mt. Yoran,Standard Route,Oregon,Oregon,7132,A,1800,180,3.00,one day,Summer-Autumn,No,4th Class,,No,No,Scrambling,"A rock scramble, mostly easy 3rd and short bit of steeper 4th class.  Minimal technical skills are required, and at only an 1800 foot elevation gain, this one ought to be within range for most anyone!",Climbers Guide to Oregon by Nicholas Dodge,,none,
8913,South Ridge,California,California,8913,B,5700,440,9.00,two or more days,Summer-Autumn,No,4th Class,up to 35 degrees,No,No,Snow and Rock,"Access to Peak 8913 starts at the Canyon Creek trail head at the end of Canyon Creek road on the south side of the Trinity Alps Wilderness. Hike north on the trail 6 miles to the fork with the Canyon Creek Boulder Lakes trail. After crossing Canyon Creek, a steep 2 mile hike ends at Boulder Lakes. Just before the lakes near good camping spots, hike NW up the steep slope towards Mt Hilton over (early season-high snow year) manzanita bushes or through the manzanita via a seasonal stream bed (late season-low snow). Leave the stream bed at around 1960 meters and hike 1/2 mile N on a rising traverse to 2200 meters. Cross a narrow ridge (possible camping sites), and hike another 1/2 mile while remaining on a 2200 meter contour until reaching another ridge line (Hilton Arete). Hike about 3/4 mile NW over permanent snow to a low spot on the ridge line at around 2500 meters (Grey rock Pass). Peak 8913 is the peak to the north. Topo maps suggest that a scramble ascent via the south ridge is possible. Descend the ascent route. The approach takes 2 days. The climb requires at least 3 night out. An ascent of Mt Hilton is possible as a side trip on the approach to peak 8913.",,,"Weaverville Ranger Station 360 Main St. Weaverville, CA 530-623-2121 Trinity County Sheriffs Office 530-623-3740",
Castle Dome,West Ridge,California,California,4966,E,2500,400,6.50,one day,Summer-Autumn,No,5th Class,,Yes,No,Rock,,"Classic Rock Climbs No. 18 Castle Crags, California by Laird Davis (available in the Mazama Library)",,,http://mazamas.org/?URL=http%3A%2F%2Fwww.summitpost.org%2Fmountain%2Frock%2F150876%2Fcastle-dome.html
Castle Dome,Regular Route,California,California,4966,D,2500,400,6.50,one day,Summer-Autumn,No,5th Class,,Yes,No,Rock,,"Classic Rock Climbs No. 18 Castle Crags, California by Laird Davis (available in the Mazama Library)",,,http://mazamas.org/?URL=http%3A%2F%2Fwww.summitpost.org%2Fmountain%2Frock%2F150876%2Fcastle-dome.html
Mt. Hubris (The Ogre),Cosmic Wall,California,California,5400,D,2500,400,6.00,one day,Summer-Autumn,No,5th Class,,Yes,No,Rock,from summitpost trip report: ,"Classic Rock Climbs No. 18 Castle Crags, California by Laird Davis (available in the Mazama Library)","http://maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Castle+Crags,+Mount+Shasta,+CA&sll=37.0625,-95.677068&sspn=40.27343,91.933594&ie=UTF8&hq=&hnear=Castle+Crags,+Mt+Shasta,+Siskiyou,+California+96067&ll=41.210688,-122.314224&spn=0.299604,0.718231&z=11","Castle Crags State Park
P.O. Box 80
Castella, CA 96017-0080
Tel #1: (530) 235-2684
Tel #2: (530) 225-2065",http://www.summitpost.org/mountain/rock/151106/mount-hubris-the-ogre-.html
Clyde Minaret,Rock Route,California,California,12281,B,3000,745,14.00,two or more days,Summer-Autumn,No,4th Class,up to 35 degrees,Yes,No,Rock,"Base-camp for Clyde Minaret is at Lake Ediza (9,300 ft.), which is 6 miles from the Agnew Meadows trailhead (8,300 ft.). The approach to Clyde from Lake Ediza is about 1.75 miles, and the ascent of the North buttress begins at 11,100 ft. A rope is not necessary unless someone in your party is uncomfortable on exposed class 3. Most of the route is class 3 and the exposure is sustained at times - not a beginning class 3 route! The class 4 down climb along the summit ridge is not really very hard,",,,RANGERS: Mammoth Lakes Welcome Center (760) 924-5500,http://mazamas.org/?URL=http%3A%2F%2Fwww.summitpost.org%2Fclyde-minaret%2F150625
Mt. Hilton,SE Couloir,California,California,8963,B,3200,360,6.00,two or more days,Summer-Autumn,No,,up to 35 degrees,No,No,Scrambling,"Access to Mt Hilton starts at the Canyon Creek trailhead at the end of Canyon Creek road on the south side of the Trinity Alps Wilderness. Hike up Canyon Creek Lakes trail 6 miles to the fork with Canyon Creek Boulder Lakes trail. Another two miles leads to Canyon Creek Boulder Lakes. This trail requires a crossing of Canyon Creek and can be very dangerous when water levels are high. One guide book describes this trail as one of the steepest in the Trinity Alps. A long climb day starts at these lakes at 5755 ft, and heads up towards a saddle to the east of the summit. Verl Duckering describes the SE Couloir route as enjoyable friction climbing on a solid granite inclined plane. One pitch of protected 3/4 class climbing ends at a horizontal ridge line and the summit. An alternate route is up the ridge bordering the steep exposed North Face. This route requires about 250 ft of fixed rope climbing. Above this is another pitch of exposed class 4/high class 3 climbing along an almost horizontal ridge crest.","Trinity Alps Companion, Wayne F. Moss, Second Edition, Ecopress
Mazama Archives-climb report by Verl Duckering and Jack Grauer 1993 
Hiking Californias Trinity Alps Wilderness by Dennis Lewon
The Trinity Alps by Luther Linkhart Wilderness Press",http://goo.gl/maps/EVoUD,none,http://www.summitpost.org/mt-hilton/174572
Mt. Ritter,SE Glacier,California,California,13143,B,3850,745,14.00,two or more days,Summer-Autumn,Yes,3rd Class,up to 35 degrees,No,No,Snow and Rock,"Base-camp for Mt Ritter is at Lake Ediza (9,300ft)which is about 6 miles from the trailhead in Agnew Meadows (8,300ft). The climb itself dominates the ridge just about Lake Ediza. Most of the route is class 2, and a number of parties have questioned the existence of any class 3 on this route. To be sure, it is usually an easy class 3 climb at most. Climbers should be prepared for icy conditions on the glacier.",,http://mazamas.org/?URL=http%3A%2F%2Fcaltopo.com%2Fmap.html%23ll%3D37.68619%2C-119.18478%26z%3D15%26b%3Dt%26o%3Dr%26n%3D0.25,"RANGERS: Mammoth Lakes Welcome Center, (760) 924-5500",http://mazamas.org/?URL=http%3A%2F%2Fwww.summitpost.org%2Fsoutheast-glacier%2F155688
Sawtooth Mountain,East Ridge,California,California,8886,C,5886,445,8.00,two or more days,Spring-Summer,,5th Class,between 35 and 50 degrees,Yes,,Snow and Rock,"Hike 8 miles on Canyon Creek trail to Lower Canyon Creek Lake. 	Hike 2 miles on climbers trail past Upper Canyon Creek Lake to Ell Lake.",,,,
Mt. Shasta,Clear Creek,California,California,14162,B,7300,375,6.50,two or more days,Summer-Autumn,Yes,none,up to 35 degrees,No,No,Snow,"This route ascend the Clear Creek drainage directly to the summit shoulder. There is little difficulty or danger here, except during avalanche conditions; routefinding is very straightforward. Early season ascents and ski descents are popular.", Climbing the Cascade Volcanoes by Jeff Smoot,,The Fifth Season (Shasta City mountain shop) weather and climb conditions info line: (916) 221-5613,
Mt. Shasta,Bolam Glacier,California,California,14162,C,7200,375,6.50,two or more days,Spring-Summer,Yes,none,between 35 and 50 degrees,,,Snow,"The relatively-uncrevassed Bolam Glacier is the best of Shasta's eight glaciers for skiing. Access from North Gate is short and straightforward, but in early season when that road is snow-covered it may be easier to take the longer approach from Bolam Creek. Several variations are possible on the upper portion, including the very steep Bolam Gully which leads to the upper portion of Hotlum-Bolam Ridge. For a continuous ski descent from the summit, it is best to follow gentler gullies which lead from the upper Bolam Glacier southeast to the summit plateau. ", The Mt. Shasta Book by Selters and Zanger,,The Fifth Season (Shasta City mountain shop) weather and climb conditions info line: (916) 221-5613,
Mt. Shasta,West Face Gully,California,California,14162,B,7400,375,7.00,two or more days,Spring-Summer,Yes,none,up to 35 degrees,No,No,Snow,The West face Gully route is an alternate to the popular Avalanche Gulch south side route.  It has fewer people and about the same moderate technical requirements.,"The Mt. Shasta Book, Selters and Zanger",,The Fifth Season (Shasta City mountain shop) weather and climb conditions info line: (916) 221-5613,http://mazamas.org/?URL=http%3A%2F%2Fwww.thefifthseason.com%2F
Mt. Shasta,Wintun Ridge,California,California,14162,C,7400,375,6.50,two or more days,Summer-Autumn,Yes,none,between 35 and 50 degrees,No,No,Snow,"This route takes a seldom traveled but moderate line up the east face of this great volcano.  A nice alternative to the dog route on the south side.  Weather and fitness are often the deciding factors of success on Shasta.  If you want to tune up for Rainier, this is a good choice and often has better and more predictable weather.", The Mt. Shasta Book by Selters and Zanger,,The Fifth Season (Shasta City mountain shop) weather and climb conditions info line: (916) 221-5613,
Mt. Shasta,Sargent's Ridge,California,California,14162,C,7400,375,6.50,two or more days,Spring-Summer,Yes,none,between 35 and 50 degrees,No,Yes,Snow,"This is a less crowded alternative to the Avalanche Gulch route, and is a bit more technical with slightly steeper slopes and a few crevasses.  Weather and fitness are often the deciding factors of success on Shasta.  If you want to tune up for Rainier, Shasta is a good choice and often has better and more predictable weather.", The Mt. Shasta Book by Selters and Zanger,,The Fifth Season (Shasta City mountain shop) weather and climb conditions info line: (916) 221-5613,
Mt. Shasta,Hotlum-Bolam Glacier,California,California,14162,C,7200,375,6.50,two or more days,Summer-Autumn,Yes,none,between 35 and 50 degrees,No,No,Snow,"This is the easiest route on the north side of the peak, and is a less crowded alternative to the south facing Avalanche Gulch route.  Good high camps with running water are available to near 11,000 feet.  Weather and fitness are often the deciding factors of success on Shasta.  If you want to tune up for Rainier, this is a good choice and often has better and more predictable weather.  Finding your way in to the trailhead can be tricky - get a USFS map.", The Mt. Shasta Book by Selters and Zanger,,The Fifth Season (Shasta City mountain shop) weather and climb conditions info line: (916) 221-5613,
Mt. Shasta,Casaval Ridge,California,California,14162,C,7400,375,6.50,two or more days,Spring-Summer,Yes,none,between 35 and 50 degrees,No,No,Snow,"This is a line which ascends a ridge next to Avalanche Gulch, the most climbed route on the mountain.  We'll likely descend Avalanche Gulch, which has one of the classic glissades in the NW - plan on it if conditions are good.   Weather and fitness are often the deciding factors of success on Shasta.  If you want to tune up for Rainier, this is a good choice and often has better and more predictable weather.", The Mt. Shasta Book by Selters and Zanger,,The Fifth Season (Shasta City mountain shop) weather and climb conditions info line: (916) 221-5613,
